Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
fulfill-favor-tags,Favor Tags,"<p>Your favor tag, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, favor tag, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLFAVORTA-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Favor Tags | Color Create Studio,,draft
fulfill-favor-tags,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLFAVORTA-02,250,,,continue,manual,24.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-sticker-labels,Sticker Labels,"<p>Your sticker label, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, sticker label, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLSTICKER-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Sticker Labels | Color Create Studio,,draft
fulfill-sticker-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLSTICKER-02,250,,,continue,manual,24.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-party-favor-labels,Party Favor Labels,"<p>Your favor label, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, favor label, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLPARTYFA-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Party Favor Labels | Color Create Studio,,draft
fulfill-party-favor-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLPARTYFA-02,250,,,continue,manual,26.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-chip-bag-labels,Chip Bag Labels,"<p>Your chip bag, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, chip bag, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLCHIPBAG-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Chip Bag Labels | Color Create Studio,,draft
fulfill-chip-bag-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLCHIPBAG-02,250,,,continue,manual,26.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-water-bottle-labels,Water Bottle Labels,"<p>Your water bottle, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, water bottle, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLWATERBO-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Water Bottle Labels | Color Create Studio,,draft
fulfill-water-bottle-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLWATERBO-02,250,,,continue,manual,26.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-juice-pouch-labels,Juice Pouch Labels,"<p>Your juice pouch, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, juice pouch, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLJUICEPO-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Juice Pouch Labels | Color Create Studio,,draft
fulfill-juice-pouch-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLJUICEPO-02,250,,,continue,manual,26.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-candy-wrappers,Candy Wrappers,"<p>Your candy wrapper, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, candy wrapper, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLCANDYWR-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Candy Wrappers | Color Create Studio,,draft
fulfill-candy-wrappers,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLCANDYWR-02,250,,,continue,manual,26.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-custom-posters,Custom Posters,"<p>Your poster, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, poster, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLCUSTOMP-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Custom Posters | Color Create Studio,,draft
fulfill-custom-posters,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLCUSTOMP-02,250,,,continue,manual,40.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-memorial-cards,Memorial Cards,"<p>Your memorial card, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, memorial card, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLMEMORIA-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Memorial Cards | Color Create Studio,,draft
fulfill-memorial-cards,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLMEMORIA-02,250,,,continue,manual,32.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-business-cards,Business Cards,"<p>Your business card, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, business card, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLBUSINES-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Business Cards | Color Create Studio,,draft
fulfill-business-cards,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLBUSINES-02,250,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-business-flyers,Business Flyers,"<p>Your business flyer, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, business flyer, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLBUSINES-01X,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Business Flyers | Color Create Studio,,draft
fulfill-business-flyers,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLBUSINES-02X,250,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-stickers,Stickers,"<p>Your sticker, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, sticker, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLSTICKER-01X,0,,,continue,manual,6.00,,FALSE,TRUE,,,,,FALSE,Stickers | Color Create Studio,,draft
fulfill-stickers,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLSTICKER-02X,250,,,continue,manual,18.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-sticker-sheets,Sticker Sheets,"<p>Your sticker sheet, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, sticker sheet, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLSTICKER-01XX,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Sticker Sheets | Color Create Studio,,draft
fulfill-sticker-sheets,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLSTICKER-02XX,250,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-shirts,Custom Shirts,"<p>Your shirt, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, shirt, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLSHIRTS-01,0,,,continue,manual,32.00,,FALSE,TRUE,,,,,FALSE,Custom Shirts | Color Create Studio,,draft
fulfill-shirts,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLSHIRTS-02,250,,,continue,manual,55.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-handmade-books,Handmade Books,"<p>Your handmade book, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, handmade book, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLHANDMAD-01,0,,,continue,manual,18.00,,FALSE,TRUE,,,,,FALSE,Handmade Books | Color Create Studio,,draft
fulfill-handmade-books,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLHANDMAD-02,250,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-journals,Journals,"<p>Your journal, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, journal, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLJOURNAL-01,0,,,continue,manual,16.00,,FALSE,TRUE,,,,,FALSE,Journals | Color Create Studio,,draft
fulfill-journals,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLJOURNAL-02,250,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-coloring-books,Coloring Books,"<p>Your coloring book, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, coloring book, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLCOLORIN-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Coloring Books | Color Create Studio,,draft
fulfill-coloring-books,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLCOLORIN-02,250,,,continue,manual,32.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-activity-books,Activity Books,"<p>Your activity book, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, activity book, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLACTIVIT-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Activity Books | Color Create Studio,,draft
fulfill-activity-books,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLACTIVIT-02,250,,,continue,manual,32.00,,TRUE,TRUE,,,,,FALSE,,,draft
digital-printable-bundle-send,Digital Printable Bundle + Send,"<p>A full set of coordinated printables delivered digitally - print at home, print anywhere.</p>",Color Create Studio,,Bundle,"digital, printable, bundle, Digital Print + Send, Bundle",FALSE,Delivery,Digital + Send,,,,,DIGITALPRINTAB-01,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,Digital Printable Bundle + Send | Color Create Studio,,draft
print-ship-event-bundle,Print + Ship Event Bundle,"<p>The whole event, printed and shipped to you - invites, signs, favors, and more, done for you.</p>",Color Create Studio,,Bundle,"print, ship, event, bundle, Print + Ship, Bundle",FALSE,Bundle,Full Event,,,,,PRINTSHIPEVENT-01,600,,,continue,manual,145.00,,TRUE,TRUE,,,,,FALSE,Print + Ship Event Bundle | Color Create Studio,,draft
print-ship-creative-bundle,Print + Ship Creative Bundle,"<p>A mix of our handmade creative products, printed, bound, and shipped ready to enjoy or gift.</p>",Color Create Studio,,Bundle,"print, ship, creative, bundle, Print + Ship, Bundle",FALSE,Bundle,Creative Set,,,,,PRINTSHIPCREAT-01,500,,,continue,manual,65.00,,TRUE,TRUE,,,,,FALSE,Print + Ship Creative Bundle | Color Create Studio,,draft
nova-lai-sweet-squad-starter-pack,Nova Lai Sweet Squad Starter Pack,"<p>The sweetest way to meet the Nova Lai world - a starter pack of coloring, activities, and characters kids fall in love with.</p><p><em>Bright candy colors to see, playful prompts to read together, hands-on pages they can't put down.</em></p>",Nova Lai,,Handmade Physical Product,"nova lai, kids, starter, coloring, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,NOVALAISWEETSQ-01,0,,,continue,manual,10.00,,FALSE,TRUE,,,,,FALSE,Nova Lai Sweet Squad Starter Pack | Color Create Studio,,draft
nova-lai-sweet-squad-starter-pack,,,,,,,FALSE,Edition,Print + Ship,,,,,NOVALAISWEETSQ-02,350,,,continue,manual,24.00,,TRUE,TRUE,,,,,FALSE,,,draft
nova-lai-sweet-squad-starter-pack,,,,,,,FALSE,Edition,Premium Handmade,,,,,NOVALAISWEETSQ-03,450,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
nova-lai-sweet-treats-coloring-book,Nova Lai Sweet Treats Coloring Book,"<p>A Nova Lai coloring book packed with screen-free fun - bold, easy, and made to keep kids creating for hours.</p>",Nova Lai,,Handmade Physical Product,"nova lai, kids, coloring book, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,NOVALAISWEETTR-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Nova Lai Sweet Treats Coloring Book | Color Create Studio,,draft
nova-lai-sweet-treats-coloring-book,,,,,,,FALSE,Edition,Print + Ship,,,,,NOVALAISWEETTR-02,350,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
nova-lai-sweet-treats-coloring-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,NOVALAISWEETTR-03,450,,,continue,manual,39.00,,TRUE,TRUE,,,,,FALSE,,,draft
nova-lai-sweet-treats-activity-pack,Nova Lai Sweet Treats Activity Pack,"<p>A Nova Lai activity pack packed with screen-free fun - bold, easy, and made to keep kids creating for hours.</p>",Nova Lai,,Handmade Physical Product,"nova lai, kids, activity pack, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,NOVALAISWEETTR-01X,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Nova Lai Sweet Treats Activity Pack | Color Create Studio,,draft
nova-lai-sweet-treats-activity-pack,,,,,,,FALSE,Edition,Print + Ship,,,,,NOVALAISWEETTR-02X,350,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
nova-lai-sweet-treats-activity-pack,,,,,,,FALSE,Edition,Premium Handmade,,,,,NOVALAISWEETTR-03X,450,,,continue,manual,39.00,,TRUE,TRUE,,,,,FALSE,,,draft
the-fun-files-activity-book,The Fun Files Activity Book,"<p>A Nova Lai activity book packed with screen-free fun - bold, easy, and made to keep kids creating for hours.</p>",Nova Lai,,Handmade Physical Product,"nova lai, kids, activity book, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,THEFUNFILESACT-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,The Fun Files Activity Book | Color Create Studio,,draft
the-fun-files-activity-book,,,,,,,FALSE,Edition,Print + Ship,,,,,THEFUNFILESACT-02,350,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
the-fun-files-activity-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,THEFUNFILESACT-03,450,,,continue,manual,39.00,,TRUE,TRUE,,,,,FALSE,,,draft
word-on-the-street-activity-book,Word on the Street Activity Book,"<p>A Nova Lai activity book packed with screen-free fun - bold, easy, and made to keep kids creating for hours.</p>",Nova Lai,,Handmade Physical Product,"nova lai, kids, activity book, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,WORDONTHESTREE-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Word on the Street Activity Book | Color Create Studio,,draft
word-on-the-street-activity-book,,,,,,,FALSE,Edition,Print + Ship,,,,,WORDONTHESTREE-02,350,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
word-on-the-street-activity-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,WORDONTHESTREE-03,450,,,continue,manual,39.00,,TRUE,TRUE,,,,,FALSE,,,draft
snack-attack-activity-book,Snack Attack Activity Book,"<p>A Nova Lai activity book packed with screen-free fun - bold, easy, and made to keep kids creating for hours.</p>",Nova Lai,,Handmade Physical Product,"nova lai, kids, activity book, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,SNACKATTACKACT-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Snack Attack Activity Book | Color Create Studio,,draft
snack-attack-activity-book,,,,,,,FALSE,Edition,Print + Ship,,,,,SNACKATTACKACT-02,350,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
snack-attack-activity-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,SNACKATTACKACT-03,450,,,continue,manual,39.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-kids-coloring-page,Custom Kids Coloring Page,"<p>A personalized coloring page made just for your child - their name, their theme, their imagination.</p><p><em>Their name in big bold letters, a story you read together, pages they color with their own hands.</em></p>",Nova Lai,,Personalized Product,"nova lai, kids, custom, coloring page, Nova Lai Kids Collection, Personalized Product",FALSE,Delivery,Digital Download,,,,,CUSTOMKIDSCOLO-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Custom Kids Coloring Page | Color Create Studio,,draft
custom-kids-coloring-page,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMKIDSCOLO-02,200,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-kids-activity-sheet,Custom Kids Activity Sheet,"<p>A personalized activity sheet made just for your child - their name, their theme, their imagination.</p><p><em>Their name in big bold letters, a story you read together, pages they color with their own hands.</em></p>",Nova Lai,,Personalized Product,"nova lai, kids, custom, activity sheet, Nova Lai Kids Collection, Personalized Product",FALSE,Delivery,Digital Download,,,,,CUSTOMKIDSACTI-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Custom Kids Activity Sheet | Color Create Studio,,draft
custom-kids-activity-sheet,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMKIDSACTI-02,200,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
personalized-name-coloring-page,Personalized Name Coloring Page,"<p>A personalized name page made just for your child - their name, their theme, their imagination.</p><p><em>Their name in big bold letters, a story you read together, pages they color with their own hands.</em></p>",Nova Lai,,Personalized Product,"nova lai, kids, custom, name page, Nova Lai Kids Collection, Personalized Product",FALSE,Delivery,Digital Download,,,,,PERSONALIZEDNA-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Personalized Name Coloring Page | Color Create Studio,,draft
personalized-name-coloring-page,,,,,,,FALSE,Delivery,Print + Ship,,,,,PERSONALIZEDNA-02,200,,,continue,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-kids-birthday-activity-pack,Custom Kids Birthday Activity Pack,"<p>A custom birthday activity pack designed to keep kids engaged, learning, and away from screens.</p>",Nova Lai,,Digital Download,"nova lai, kids, birthday, Nova Lai Kids Collection, Digital Download",FALSE,Delivery,Digital Download,,,,,CUSTOMKIDSBIRT-01X,0,,,continue,manual,18.00,,FALSE,TRUE,,,,,FALSE,Custom Kids Birthday Activity Pack | Color Create Studio,,draft
custom-classroom-activity-pack,Custom Classroom Activity Pack,"<p>A custom classroom activity pack designed to keep kids engaged, learning, and away from screens.</p>",Nova Lai,,Digital Download,"nova lai, kids, classroom, Nova Lai Kids Collection, Digital Download",FALSE,Delivery,Digital Download,,,,,CUSTOMCLASSROO-01,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,Custom Classroom Activity Pack | Color Create Studio,,draft
custom-homeschool-activity-pack,Custom Homeschool Activity Pack,"<p>A custom homeschool activity pack designed to keep kids engaged, learning, and away from screens.</p>",Nova Lai,,Digital Download,"nova lai, kids, homeschool, Nova Lai Kids Collection, Digital Download",FALSE,Delivery,Digital Download,,,,,CUSTOMHOMESCHO-01,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,Custom Homeschool Activity Pack | Color Create Studio,,draft
custom-screen-free-activity-bundle,Custom Screen-Free Activity Bundle,"<p>A custom screen-free activity pack designed to keep kids engaged, learning, and away from screens.</p>",Nova Lai,,Digital Download,"nova lai, kids, screen-free, Nova Lai Kids Collection, Digital Download",FALSE,Delivery,Digital Download,,,,,CUSTOMSCREENFR-01,0,,,continue,manual,28.00,,FALSE,TRUE,,,,,FALSE,Custom Screen-Free Activity Bundle | Color Create Studio,,draft
personalized-kids-coloring-book,Personalized Kids Coloring Book,<p>A whole coloring book starring your child - personalized pages they'll be obsessed with.</p>,Nova Lai,,Personalized Product,"nova lai, kids, personalized, coloring, Nova Lai Kids Collection, Personalized Product",FALSE,Edition,Digital Download,,,,,PERSONALIZEDKI-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Personalized Kids Coloring Book | Color Create Studio,,draft
personalized-kids-coloring-book,,,,,,,FALSE,Edition,Print + Ship,,,,,PERSONALIZEDKI-02,350,,,continue,manual,30.00,,TRUE,TRUE,,,,,FALSE,,,draft
personalized-kids-coloring-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,PERSONALIZEDKI-03,450,,,continue,manual,48.00,,TRUE,TRUE,,,,,FALSE,,,draft
top-bound-kids-activity-book,Top-Bound Kids Activity Book,<p>A premium top-bound activity book built for little hands and big imaginations.</p>,Nova Lai,,Handmade Physical Product,"nova lai, kids, activity, Nova Lai Kids Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,TOPBOUNDKIDSAC-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Top-Bound Kids Activity Book | Color Create Studio,,draft
top-bound-kids-activity-book,,,,,,,FALSE,Edition,Print + Ship,,,,,TOPBOUNDKIDSAC-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
top-bound-kids-activity-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,TOPBOUNDKIDSAC-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
my-imagination-is-mia,My Imagination Is M.I.A.,"<p>A heartfelt story that reignites a child's imagination when it goes missing - a modern classic about creativity and wonder.</p><p><em>Rich illustrations to gaze at, a rhythm made for reading aloud, a story kids feel in their chest.</em></p>",Color Create Studio,,Handmade Physical Product,"story book, imagination, children, Children's Story Books, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,MYIMAGINATIONI-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,My Imagination Is M.I.A. | Color Create Studio,,draft
my-imagination-is-mia,,,,,,,FALSE,Edition,Print + Ship,,,,,MYIMAGINATIONI-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
my-imagination-is-mia,,,,,,,FALSE,Edition,Premium Handmade,,,,,MYIMAGINATIONI-03,450,,,continue,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
the-river-of-plenty,The River of Plenty,"<p>A beautiful tale of abundance and gratitude that teaches children there is always more than enough.</p><p><em>Lush riverside art, a soothing read-aloud cadence, a lesson kids carry with them.</em></p>",Color Create Studio,,Handmade Physical Product,"story book, abundance, gratitude, children, Children's Story Books, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,THERIVEROFPLEN-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,The River of Plenty | Color Create Studio,,draft
the-river-of-plenty,,,,,,,FALSE,Edition,Print + Ship,,,,,THERIVEROFPLEN-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
the-river-of-plenty,,,,,,,FALSE,Edition,Premium Handmade,,,,,THERIVEROFPLEN-03,450,,,continue,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
personalized-childrens-story-book,Personalized Children's Story Book,"<p>Make your child the hero of their own story - personalized name, look, and adventure in a keepsake book.</p><p><em>Their face on the page, their name in the story, a book they hold long after bedtime.</em></p>",Color Create Studio,,Personalized Product,"story book, personalized, children, Children's Story Books, Personalized Product",FALSE,Edition,Digital Download,,,,,PERSONALIZEDCH-01,0,,,continue,manual,18.00,,FALSE,TRUE,,,,,FALSE,Personalized Children's Story Book | Color Create Studio,,draft
personalized-childrens-story-book,,,,,,,FALSE,Edition,Print + Ship,,,,,PERSONALIZEDCH-02,350,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,,,draft
personalized-childrens-story-book,,,,,,,FALSE,Edition,Premium Handmade,,,,,PERSONALIZEDCH-03,450,,,continue,manual,75.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-childrens-story-writing,Custom Children's Story Book Writing Package,"<p>Professional children's book writing - we bring your story to life with craft, heart, and publish-ready quality.</p>",Color Create Studio,,Custom Design Service,"story book, custom, service, writing, Children's Story Books, Custom Design Service",FALSE,Service,Custom Project,,,,,CUSTOMCHILDREN-01,0,,,continue,manual,450.00,,FALSE,TRUE,,,,,FALSE,Custom Children's Story Book Writing Package | Color Create Studio,,draft
custom-childrens-story-illustration,Custom Children's Story Book Illustration Package,"<p>Professional children's book illustration - we bring your story to life with craft, heart, and publish-ready quality.</p>",Color Create Studio,,Custom Design Service,"story book, custom, service, illustration, Children's Story Books, Custom Design Service",FALSE,Service,Custom Project,,,,,CUSTOMCHILDREN-01X,0,,,continue,manual,650.00,,FALSE,TRUE,,,,,FALSE,Custom Children's Story Book Illustration Package | Color Create Studio,,draft
